Pair,L1,a1,b1,L2,a2,b2,DV,DECIEDE2000,DV normF1,DV normF3,delta_L,delta_a,delta_b,L_med,a_med,b_med,ratio_V_E,abs_diff,norm_abs_diff
4.3,75.92479260110264,-30.052703820357408,24.500559872062098,78.8704623346897,-28.964933251021506,22.594403419019482,3.430232666666662,2.27330630172348,2.49074518934927,2.34075838141657,2.945669733587067,1.0877705693359019,1.906156453042616,77.39762746789617,-29.508818535689457,23.547481645540792,1.5089179414833602,1.1569263649431822,0.3372734379939758
4.4,75.92479260110264,-30.052703820357408,24.500559872062098,79.92469028862726,-27.867238009705474,22.234340172379486,4.455529666666657,3.0698516848945,3.23522925743369,3.0404113726786,3.999897687524623,2.185465810651934,2.266219699682612,77.92474144486495,-28.95997091503144,23.367450022220794,1.4513827124414955,1.3856779817721572,0.31100185278259657
4.5,75.92479260110264,-30.052703820357408,24.500559872062098,73.32241293307244,-27.024526580794905,18.319201261019092,3.8397979999999947,3.51631122167789,2.78813693560249,2.62024189726679,2.6023796680301956,3.0281772395625026,6.181358611043006,74.62360276708753,-28.538615200576157,21.409880566540593,1.0919960597446063,0.32348677832210493,0.08424578017850408
5.1,62.63826222751216,-17.709168790275175,0.941343521586191,62.498346696757736,-16.163477479036516,1.112529704802312,1.448268533333338,1.05780443603459,1.05161026427123,0.988284771401961,0.13991553075442198,1.5456913112386594,0.171186183216121,62.56830446213495,-16.936323134655844,1.0269366131942514,1.3691269223575586,0.3904640972987481,0.26960752653407966
5.2,62.63826222751216,-17.709168790275175,0.941343521586191,62.71727121244636,-19.90862729348808,0.6785558815726844,1.6018555333333373,1.39531963345819,1.16313216920695,1.09309108993109,0.07900898493420527,2.199458503212906,0.2627876400135065,62.67776671997926,-18.808898041881626,0.8099497015794377,1.1480204920611943,0.2065358998751472,0.12893540987209162
5.3,62.63826222751216,-17.709168790275175,0.941343521586191,62.816228734240596,-18.459232910084054,2.740723149428681,1.8539596000000045,1.37112278438205,1.34618884583898,1.26512452471718,0.1779665067284384,0.7500641198088793,1.79937962784249,62.72724548087638,-18.084200850179613,1.841033335507436,1.3521470285270014,0.48283681561795455,0.26043545682307095
5.4,62.63826222751216,-17.709168790275175,0.941343521586191,62.60627731635924,-17.290490712086935,-0.5511616644782835,1.8722240000000052,1.13663069159963,1.35945091020971,1.27758797881253,0.031984911152918016,0.41867807818823977,1.4925051860644745,62.6222697719357,-17.499829751181053,0.1950909285539537,1.6471700194176284,0.7355933084003752,0.3928981297149673
5.5,62.63826222751216,-17.709168790275175,0.941343521586191,61.07002001401921,-17.12289128699801,0.5748203762242277,1.4515893333333367,1.42288778781433,1.05402154870227,0.990550853964753,1.568242213492951,0.5862775032771665,0.3665231453619633,61.85414112076568,-17.416030038636592,0.7580819489052093,1.0201713337795408,0.02870154551900672,0.019772496835124734
5.6,62.63826222751216,-17.709168790275175,0.941343521586191,64.60780037267062,-18.562969395851226,3.8822520036573938,2.890602666666664,2.70669304100246,2.09891146930483,1.97251996496287,1.9695381451584666,0.8538006055760512,2.940908482071203,63.62303130009139,-18.1360690930632,2.4117977626217924,1.0679462435563598,0.18390962566420388,0.0636232809584509
5.7,62.63826222751216,-17.709168790275175,0.941343521586191,61.88648946177115,-18.008064101024402,-2.6229879751227037,3.7913696666666623,2.71884698603797,2.75297237122516,2.5871948601202,0.7517727657410092,0.29889531074922715,3.5643314967088946,62.26237584464165,-17.858616445649787,-0.8408222267682564,1.394477028218916,1.0725226806286923,0.2828852827977492
